2021-08-11 12:34:17,933: 'h': 
2021-08-11 12:34:18,013: 'e': 
2021-08-11 12:34:18,153: 'l': 
2021-08-11 12:34:18,281: 'l': 
2021-08-11 12:34:18,480: 'o': 
2021-08-11 12:34:21,492: Key.ctrl: 
2021-08-11 12:34:22,385: Key.ctrl: 
2021-08-11 12:34:22,475: 'c': 
2021-08-11 12:37:00,799: 'c': 
2021-08-11 12:37:00,962: 'v': 
2021-08-11 12:37:01,039: 'e': 
2021-08-11 12:37:01,106: 'l': 
2021-08-11 12:37:01,176: 'e': 
2021-08-11 12:37:01,271: Key.space: 
2021-08-11 12:37:01,920: 'n': 
2021-08-11 12:37:01,997: 'a': 
2021-08-11 12:37:02,092: 'j': 
2021-08-11 12:37:02,210: 'j': 
2021-08-11 12:37:02,240: 'a': 
2021-08-11 12:37:02,401: 'c': 
2021-08-11 12:37:02,488: 'i': 
2021-08-11 12:37:04,080: 's': 
2021-08-11 12:37:04,081: 'a': 
2021-08-11 12:37:04,188: 'f': 
2021-08-11 12:37:04,265: 'd': 
2021-08-11 12:37:04,283: 's': 
2021-08-11 12:37:04,349: 's': 
2021-08-11 12:37:04,707: Key.ctrl: 
2021-08-11 12:37:04,866: Key.backspace: 
2021-08-11 12:37:16,549: Key.ctrl: 
2021-08-11 12:37:17,020: 'c': 
2021-08-11 12:39:18,284: 'n': 
2021-08-11 12:39:18,354: 'e': 
2021-08-11 12:39:18,385: 's': 
2021-08-11 12:39:18,475: 't': 
2021-08-11 12:39:18,567: 'o': 
2021-08-11 12:39:18,852: Key.ctrl: 
2021-08-11 12:39:18,927: Key.backspace: 
2021-08-11 12:39:20,409: Key.ctrl: 
2021-08-11 12:39:20,594: 'c': 
2021-08-11 12:39:46,709: Key.ctrl: 
2021-08-11 12:39:46,977: 'c': 
